priority_rank,name,county,town,lat,lon,risk_score,risk_level,rain_24h_mm_demo,elevation_m,slope_deg,aspect_deg,aspect_dir,aspect_score,terrain_score,debris_dist_m,debris_Risk,lswarn_dist_m,lswarn_Risk,lspot_dist_m,lspot_Risk,event_dist_m,event_Events,law_status,law_issue,indigenous_area,data_confidence,suggested_action,alert_message
833,千坪露營區,臺東縣,太麻里鄉,22.523583,120.936962,36.8,正常監測,189.83003048745636,96.79,10.44,344.6,北,0.0,20.4,765.6106629727324,銝,1436.3188562966905,擃,1436.3188562966905,高,3017.1315413887096,0728豪雨,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】臺東縣太麻里鄉「千坪露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
834,美山的露營區,臺東縣,成功鎮,23.156607,121.387351,36.8,正常監測,183.89626398454095,147.73,13.86,174.4,南,54.7,39.1,914.8862367565928,銝,14406.711516097275,銝,14406.711516097275,中,8688.18656453432,樺加沙颱風,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】臺東縣成功鎮「美山的露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
835,田美虹橋露營區,苗栗縣,南庄鄉,24.633804,121.010213,36.8,正常監測,176.07790635972202,162.54,14.1,82.9,東,69.1,42.7,590.5690342598558,蝥閫撖,9243.074720626622,擃,9243.074720626622,高,6618.035544898066,1020豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣南庄鄉「田美虹橋露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
836,呼瑪露營區,高雄市,那瑪夏區,23.245954,120.703222,36.7,正常監測,213.83370866951685,803.33,9.13,191.8,南,30.6,24.5,641.2197088451702,銝,14841.058071254658,銝,15101.227896993358,中,883.6169835604966,0728豪雨,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】高雄市那瑪夏區「呼瑪露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
837,萬里山園,新竹縣,尖石鄉,24.69273,121.316339,36.6,正常監測,258.1672937673012,1402.96,16.49,218.4,西南,18.0,36.1,3895.9014195006616,銝,4176.552501216,銝,4176.552501216,中,8661.653275988107,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣尖石鄉「萬里山園」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
838,牧羊小豆子,新竹縣,五峰鄉,24.592857,121.128226,36.6,正常監測,236.4831721797061,1116.62,20.91,29.1,東北,24.2,46.1,2113.5283669712803,蝥閫撖,3006.533733480392,擃,3117.1718399895494,高,8326.702173198208,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣五峰鄉「牧羊小豆子」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
839,田家山莊(原名)蟬說：霧語,新竹縣,五峰鄉,24.584638,121.082,36.6,正常監測,224.39032523970891,1286.96,15.8,126.2,東南,94.8,51.7,2041.9006276865837,擃,2256.016519720692,銝,2449.070422186304,中,9308.21565885226,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣五峰鄉「田家山莊(原名)蟬說：霧語」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
840,輪園秘境,新竹縣,五峰鄉,24.661607,121.164136,36.6,正常監測,221.3188288176345,964.44,10.7,117.2,東南,87.1,40.0,1836.775487617048,銝,3388.348998035337,銝,3388.348998035337,中,10082.733772680744,1020豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣五峰鄉「輪園秘境」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
841,良亭花岩露營區,嘉義縣,梅山鄉,23.5198709121577,120.705618328927,36.6,正常監測,214.58871799240785,1349.64,12.02,22.4,北,18.7,27.6,1752.4980190873032,擃,1300.5968956894314,擃,1361.1517000294486,高,2906.3188004981275,0728豪雨,違反相關法規露營場,違反區域計畫法,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】嘉義縣梅山鄉「良亭花岩露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
842,白蘭時光露營區,新竹縣,五峰鄉,24.579844,121.085564,36.6,正常監測,209.4511233116885,1117.68,14.84,5.2,北,4.3,29.9,1406.459196535267,擃,1642.4210968733723,銝,1842.3853997616848,中,8667.551847337463,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣五峰鄉「白蘭時光露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
843,大山背休閒農場,新竹縣,橫山鄉,24.695684,121.134369,36.6,正常監測,206.10151197065755,548.05,13.94,108.5,東,90.4,47.1,1058.9231074135396,雿,4585.869740698312,銝,4873.618103980614,中,7668.647673342397,1020豪雨,符合相關法規露營場,無或未標示,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣橫山鄉「大山背休閒農場」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
844,山思雲想,南投縣,竹山鎮,23.697535,120.7183,36.6,正常監測,205.67294186667567,717.25,24.96,66.0,東北,55.0,60.8,2855.332761007214,擃,4618.119922967215,擃,4618.119922967215,高,3063.2220224402404,0728豪雨,違反相關法規露營場,區域計畫法,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣竹山鎮「山思雲想」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
845,尖石夢田露營區,新竹縣,尖石鄉,24.727696,121.217483,36.6,正常監測,204.77123179558797,517.26,7.93,102.5,東,56.4,27.9,630.1091661784567,擃,5335.011651414368,擃,5424.991087334308,高,14338.586485443897,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣尖石鄉「尖石夢田露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
846,彩虹天空親子營地,南投縣,魚池鄉,23.9019668,120.9554733,36.6,正常監測,203.53468872490348,595.9,22.18,102.4,東,85.3,62.0,2899.4001800320093,雿,11188.025918615804,雿,11581.859705240922,低,7644.422404565043,0728豪雨,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣魚池鄉「彩虹天空親子營地」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
847,悠然之地,苗栗縣,泰安鄉,24.35662,120.96575,36.6,正常監測,202.70794058678456,705.92,14.88,358.1,北,0.0,29.0,569.651137557885,蝥閫撖,4391.451487304762,擃,4391.451487304762,高,5671.007758044127,0728豪雨,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣泰安鄉「悠然之地」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
848,Mele Hula 音樂之舞藝術露營區,苗栗縣,大湖鄉,24.351082,120.814475,36.6,正常監測,190.4381953440853,357.36,27.28,158.4,南,68.0,68.2,4532.931708118243,蝥閫撖,5008.539526563636,銝,5008.539526563636,中,6869.620717321387,0728豪雨,違反相關法規露營場,區域計畫法,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣大湖鄉「Mele Hula 音樂之舞藝術露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
849,雪山麓露,臺中市,東勢區,24.326895,120.853038,36.6,正常監測,182.9309261307999,519.56,5.89,161.5,南,32.1,18.5,1454.393197080187,蝥閫撖,675.475200719839,銝,675.475200719839,中,2148.7144605667663,0728豪雨,違反相關法規露營場,區域計畫法,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】臺中市東勢區「雪山麓露」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
850,螢火蟲露營區,新竹縣,尖石鄉,24.724392,121.234216,36.6,正常監測,173.7594792482146,381.21,21.5,6.4,北,5.3,43.1,501.91223181969445,擃,5414.918524022558,擃,5543.57458444843,高,12836.430533580751,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣尖石鄉「螢火蟲露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
851,雷沙達岜斯露營區,新竹縣,尖石鄉,24.687756,121.168982,36.6,正常監測,171.81026157050988,530.62,13.47,94.5,東,78.8,43.6,599.8137750236316,擃,3841.77576455379,擃,3841.77576455379,高,10763.658204077232,1020豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣尖石鄉「雷沙達岜斯露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
852,926露營基地,宜蘭縣,礁溪鄉,24.817127,121.697139,36.5,正常監測,228.51233473711216,609.91,10.12,134.3,東南,74.3,36.1,1118.7996870256188,銝,12931.65869587124,擃,13071.768289895595,高,21518.43674438585,1020豪雨,違反相關法規露營場,區域計畫法,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】宜蘭縣礁溪鄉「926露營基地」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
853,南天筑露營區,新竹縣,尖石鄉,24.682017,121.182149,36.5,正常監測,219.32369024883843,749.79,12.4,88.3,東,73.6,40.4,1407.7251938614309,擃,2391.520361595521,擃,2391.520361595521,高,11975.05291230788,1020豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣尖石鄉「南天筑露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
854,龍品園,南投縣,魚池鄉,23.8686272,120.9735512,36.5,正常監測,210.97381147748249,742.28,9.76,37.5,東北,25.4,24.6,844.1376584867282,銝,14774.01269324898,雿,15128.60595333744,低,4131.442620362396,0728豪雨,違反相關法規露營場,未提出露營場申請,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣魚池鄉「龍品園」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
855,山中水手露營區,高雄市,桃源區,23.1895012550127,120.795106367306,36.5,正常監測,207.86305588729172,840.4,4.6,5.4,北,1.7,9.3,369.27713477301126,蝥閫撖,9915.715627179132,銝,9915.715627179132,中,387.82428377868206,丹娜絲颱風、薇帕颱風、0721豪雨,符合相關法規露營場,無,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】高雄市桃源區「山中水手露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
856,荖濃有機農場露營區,高雄市,六龜區,23.0738917093801,120.682317092783,36.5,正常監測,183.445664709176,352.95,1.82,147.7,東南,0.0,3.5,577.7305860411811,擃,1176.5004358700105,擃,852.2119056437936,高,1282.695196977569,0728豪雨,違反相關法規露營場,區域計畫法,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】高雄市六龜區「荖濃有機農場露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
857,樹不老休閒莊園,桃園市,復興區,24.7295964097084,121.378346480371,36.4,正常監測,217.03966950393027,1276.78,18.47,12.1,北,10.1,38.2,3728.2641550867775,蝥閫撖,1633.922628701994,銝,1753.2338265905498,中,4427.72599940781,0728豪雨,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】桃園市復興區「樹不老休閒莊園」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
858,滾石部落,南投縣,國姓鄉,24.0940834,120.8559988,36.4,正常監測,211.0764761352148,621.34,13.92,149.0,東南,75.8,43.8,1085.587950280409,雿,14566.322490455326,雿,14566.322490455326,低,2555.5461038401327,0728豪雨,違反相關法規露營場,區域計畫法,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣國姓鄉「滾石部落」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
859,星願村露營區(原川中島七里香露營區),南投縣,仁愛鄉,24.0766283,120.9518223,36.4,正常監測,200.06874228536665,442.97,7.73,119.6,東南,64.2,29.2,770.197481888129,銝,16336.003387443034,雿,16336.003387443034,低,4075.5514194544953,0728豪雨,違反相關法規露營場,農業發展條例,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣仁愛鄉「星願村露營區(原川中島七里香露營區)」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
860,關刀山景庭露營區,苗栗縣,三義鄉,24.387071,120.813852,36.4,正常監測,194.7576799853152,664.64,27.14,173.7,南,55.3,65.1,2663.49034865131,雿,8311.126288525727,銝,8311.126288525727,中,9673.57796929268,0728豪雨,違反相關法規露營場,不符合土地管制法規,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣三義鄉「關刀山景庭露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
861,半天岩10號露營區,嘉義縣,番路鄉,23.4633567961231,120.596148727324,36.4,正常監測,182.2594028267937,424.58,12.52,334.4,西北,0.0,24.4,1252.4651852515783,雿,3049.6510228384923,銝,3049.6510228384923,中,674.9399766149401,0728豪雨,違反相關法規露營場,違反區域計畫法,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】嘉義縣番路鄉「半天岩10號露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
862,燈火嵐杉野奢露營區inHere,南投縣,埔里鎮,23.9564876889246,120.915458953178,36.3,正常監測,214.6192469421675,720.36,6.89,163.5,南,36.6,21.5,844.2808780445383,銝,5732.0938883864965,雿,6193.612299190629,低,2691.4418860891465,0728豪雨,違反相關法規露營場,區域計畫法,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣埔里鎮「燈火嵐杉野奢露營區inHere」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
